Wavelength,Intensity
392.27272727272725,2.2377777777777794
393.54545454545456,1.8738888888888887
394.8181818181818,2.3627777777777794
396.0909090909091,2.546111111111113
397.3636363636364,2.629444444444445
398.6363636363636,2.6961111111111116
399.9090909090909,3.4461111111111116
401.1818181818182,3.943333333333335
402.4545454545455,4.440555555555559
403.72727272727275,4.762777777777778
405.0,5.004444444444445
406.27272727272725,5.451666666666668
407.54545454545456,5.948888888888892
408.8181818181818,6.335000000000001
410.0909090909091,6.468333333333334
411.3636363636364,7.085000000000001
412.6363636363636,7.865555555555556
413.9090909090909,8.443333333333335
415.1818181818182,9.015555555555558
416.4545454545455,9.59888888888889
417.72727272727275,10.315555555555559
419.0,10.873888888888889
420.27272727272725,11.79888888888889
421.54545454545456,12.326666666666668
422.8181818181818,12.951666666666668
424.0909090909091,13.185000000000002
425.3636363636364,13.579444444444444
426.6363636363636,13.971111111111114
427.9090909090909,14.29888888888889
429.1818181818182,15.115555555555556
430.45454545454544,15.879444444444449
431.72727272727275,16.57388888888889
433.0,16.640555555555554
434.27272727272725,17.015555555555554
435.54545454545456,17.454444444444444
436.8181818181818,17.932222222222226
438.0909090909091,18.34888888888889
439.3636363636364,18.868333333333336
440.6363636363636,19.28777777777778
441.9090909090909,19.990555555555556
443.1818181818182,20.735000000000003
444.45454545454544,21.37944444444445
445.72727272727275,22.19333333333333
447.0,22.41555555555556
448.27272727272725,23.457222222222224
449.54545454545456,23.91555555555556
450.8181818181818,24.66
452.0909090909091,25.337777777777777
453.3636363636364,26.112777777777776
454.6363636363636,26.582222222222224
455.9090909090909,27.41555555555556
457.1818181818182,28.285
458.45454545454544,29.03777777777778
459.72727272727275,29.615555555555556
461.0,30.19055555555556
462.27272727272725,30.657222222222227
463.54545454545456,31.035
464.8181818181818,31.72388888888889
466.0909090909091,32.123888888888885
467.3636363636364,32.57388888888889
468.6363636363636,32.78222222222223
469.9090909090909,33.212777777777774
471.1818181818182,33.44333333333333
472.45454545454544,33.635000000000005
473.72727272727275,34.07944444444445
475.0,33.962777777777774
476.27272727272725,34.385000000000005
477.54545454545456,34.51833333333333
478.8181818181818,34.82388888888889
480.0909090909091,34.96000000000001
481.3636363636364,35.46000000000001
482.6363636363636,36.01833333333333
483.9090909090909,36.343333333333334
485.1818181818182,36.49055555555556
486.45454545454544,36.876666666666665
487.72727272727275,37.29055555555556
489.0,37.40722222222223
490.27272727272725,37.64333333333333
491.54545454545456,37.44888888888889
492.8181818181818,37.221111111111114
494.0909090909091,37.51833333333333
495.3636363636364,37.40444444444445
496.6363636363636,37.23777777777778
497.9090909090909,37.14055555555555
499.1818181818182,37.715555555555554
500.45454545454544,37.45722222222223
501.72727272727275,37.373888888888885
503.0,36.635000000000005
504.27272727272725,36.02944444444445
505.54545454545456,35.5488888888889
506.8181818181818,34.49055555555556
508.0909090909091,33.56833333333333
509.3636363636364,32.56833333333333
510.6363636363636,31.24888888888889
511.9090909090909,29.896111111111114
513.1818181818181,28.801666666666666
514.4545454545455,28.41277777777778
515.7272727272727,28.97666666666667
517.0,29.785
518.2727272727273,30.635
519.5454545454545,31.32388888888889
520.8181818181819,32.05722222222222
522.0909090909091,32.65166666666667
523.3636363636364,33.16833333333334
524.6363636363636,33.52666666666667
525.9090909090909,33.95444444444445
527.1818181818181,34.373888888888885
528.4545454545455,34.80722222222222
529.7272727272727,34.976666666666674
531.0,35.376666666666665
532.2727272727273,35.637777777777785
533.5454545454545,36.05722222222222
534.8181818181819,36.15722222222223
536.0909090909091,36.31277777777778
537.3636363636364,36.590555555555554
538.6363636363636,36.74055555555556
539.9090909090909,36.843333333333334
541.1818181818181,36.97944444444444
542.4545454545455,37.15722222222223
543.7272727272727,37.51833333333333
545.0,37.53222222222223
546.2727272727273,37.54333333333334
547.5454545454545,37.44888888888889
548.8181818181819,37.387777777777785
550.0909090909091,37.31555555555556
551.3636363636364,36.94055555555556
552.6363636363636,36.92666666666666
553.9090909090909,36.462777777777774
555.1818181818181,36.30444444444444
556.4545454545455,36.251666666666665
557.7272727272727,36.23777777777778
559.0,36.098888888888894
560.2727272727273,35.82666666666667
561.5454545454545,35.512777777777785
562.8181818181819,35.36
564.0909090909091,35.20722222222223
565.3636363636364,34.81
566.6363636363636,34.58500000000001
567.9090909090909,34.14611111111111
569.1818181818181,33.82666666666667
570.4545454545455,33.51833333333333
571.7272727272727,33.23777777777778
573.0,33.15166666666667
574.2727272727273,32.82111111111111
575.5454545454545,32.30444444444444
576.8181818181819,31.860000000000003
578.0909090909091,31.135
579.3636363636364,30.54055555555556
580.6363636363636,30.782222222222227
581.9090909090909,35.12111111111112
583.1818181818181,42.41
584.4545454545455,48.74611111111112
585.7272727272727,53.376666666666665
587.0,57.887777777777785
588.2727272727273,61.351666666666674
589.5454545454545,64.28777777777778
590.8181818181819,66.935
592.0909090909091,68.97111111111111
593.3636363636364,71.05722222222222
594.6363636363636,72.5988888888889
595.9090909090909,73.68777777777778
597.1818181818181,74.29611111111112
598.4545454545455,74.33777777777779
599.7272727272727,74.5488888888889
601.0,73.99055555555556
602.2727272727273,73.67666666666668
603.5454545454545,72.62944444444445
604.8181818181819,71.87666666666667
606.0909090909091,70.81555555555556
607.3636363636364,69.69055555555556
608.6363636363636,68.29611111111112
609.9090909090909,67.07388888888889
611.1818181818182,65.885
612.4545454545455,64.27111111111111
613.7272727272727,63.27111111111111
615.0,61.846111111111114
616.2727272727273,60.15444444444445
617.5454545454545,59.015555555555565
618.8181818181818,57.74333333333334
620.0909090909091,56.07666666666667
621.3636363636364,55.251666666666665
622.6363636363636,54.16555555555556
623.9090909090909,53.604444444444454
625.1818181818182,53.343333333333334
626.4545454545455,52.66000000000001
627.7272727272727,51.765555555555565
629.0,51.11833333333334
630.2727272727273,50.504444444444445
631.5454545454545,49.485
632.8181818181818,48.596111111111114
634.0909090909091,47.77388888888889
635.3636363636364,47.02388888888889
636.6363636363636,46.718333333333334
637.9090909090909,46.45444444444445
639.1818181818182,46.30166666666666
640.4545454545455,46.010000000000005
641.7272727272727,45.74333333333334
643.0,45.16
644.2727272727273,44.41277777777778
645.5454545454545,43.60722222222222
